id,name
1594410,St Wilfrid's Hospice (Eastbourne)
2712981,Richard Shuttleworth Trustees
3048995,OWL Barn Limited
3038075,Voyages-Sncf UK Limited
3896992,Videojet Technologies (Nottingham) Limited
3903661,Upp (Reading) Limited
4274476,Delphini Limited
4452522,Omprompt Limited
5883865,LMC International Limited
4791696,Wookey Hole Limited
5150868,Community Ventures Company (No 1) Limited
910504,Taverham Hall Educational Trust Limited
3645143,Sova
3697027,Haydock Asset Finance Limited
4437124,Keeresources Ltd
4797594,Dexela Limited
2063535,Disaster Recovery Services Limited
2134774,Keys Education Limited
2921277,FHP Engineering Services Solutions Limited
1991101,QM Systems Limited
2548453,D'AUCY UK Limited
2710865,St Andrew's Hospice Limited
5665826,Midlife Shipping Limited
2088761,Wirs (Wolverhampton) Limited
10015893,The Think Ahead Organisation
5687458,MWB Business Exchange Cannon Centre Limited
3977422,Ibasis Europe Limited
2060639,Imperial Innovations Limited
7399622,Liberty Heights (Manchester) Limited
5479983,One Quote Direct Insurance Services Limited
9612208,Newriver Retail (Ramsay Investment) Limited
10636699,Vaping Global Limited
7027446,Pangea Resourcing Limited
6888341,Leazes Homes Limited
8611863,Alleyne's Academy
8774124,Link Scheme Ltd
10002859,Alt Han Company Limited
6575852,Peter Marshall Steel Stairs Limited
6941190,WOK&GO UK Limited
7819207,TJC Professional Limited
7551349,Spark Etail Limited
7793019,Whitecross Hereford
6932972,Amphibian and Reptile Conservation Trust
6324340,BW Foundation
4351890,Midshire Business Systems (Communications) Limited
8990843,Sparta Systems (UK) Limited
8266969,VWR Lab Services Limited
7452837,Lavington School Limited
7988444,Ash Field Academy Trust
9452486,R&W Traffic Management Ltd
10147461,Kseye Group Limited
7996713,DB Symmetry North Ltd
8607986,Jacks Lane Energy Limited
6376744,Momentive Performance Materials Limited
10382013,Minhoco 35 Limited
9293113,Minhoco 24 Limited
6644668,Button (Drakehouse) Limited
6848933,The General Forwarding Company Limited
7561356,Plympton Academy
9977448,Dorabelle Properties Limited
8966449,ZA ZA Bazaar Limited
8873106,Cascriva Ltd
9563826,Uml Chiltern Limited
9635329,King Edward Vi Education Trust
9829452,Valneva UK Limited
10425061,Garthdee Road Aberdeen Limited
10320947,Phantom Thread Ltd
8644607,Fourmdrywall Limited
6586828,Staffco Direct Ltd
9911884,Legal & General Homes (Services Co) Limited
9106255,Stefano Ricci UK Limited
6647488,Sae Education Limited
10766589,Penarian Housing Finance PLC
6726654,Resolution Capital Limited
7662135,Amersham School
10806039,Intosol Holdings PLC
8653992,Mobile Payments Service Company Limited
9699946,Michels Ventures 1 Limited
9359161,Breckland Bridge Limited
6859096,Medicalexpressions Limited
10352762,Pennacchione Holdings Ltd
6253948,G I Sykes Holding Limited
6783791,Play'N Go UK Limited
8590105,Eastern Pacific Shipping (UK) Limited
8592275,Adelphi Bramah Limited
10368470,CF Sparks Newark Limited
7317211,Peer Real Estate Limited
7405233,Leafield Environmental Limited
7898899,Maria Maritime Limited
8513444,Eu Supply PLC
7275053,Transform Residential Limited
7393412,Arig Capital Limited
7688240,Beverley Grammar School
10177663,Synergy Four Restaurants Limited
6168183,Blink Entertainment Limited
10482806,James Montgomery Academy Trust
8167504,Porthaven Properties No 2 Limited
8414608,Egmere Energy Limited
9254238,Avocet Academy Trust
9235635,Liverpool Diocesan Schools Trust
8407871,Broadmere and New Monument Multi Academy Trust
6553316,Med Team Primary Care Services Limited
6675834,Tyseley Energy Park Limited
7278887,The Quest Academy - Coloma Trust
7330525,Marketinvoice Limited
10009974,Western Imports Ltd
6426547,Business Environment Head Office Limited
6822044,Fibrecycle UK Limited
8604037,Hartlepool Aspire Trust
9065808,Stl Distribution Limited
7520049,Urdgrup Limited
7563329,Kings Norton Girls' School
6309789,Clt International Limited
6835974,Fusepump Limited
7393663,Bridge House (Oxfordshire) Limited
8319211,Diamond Icon Ltd
7399834,Integra Property Management Limited
8115318,Ian Coley Sporting Limited
6423479,Imperial Car Centre Limited
8510878,Armada International (UK) Limited
10449894,Stellar UK 1 Limited
7687235,Lutterworth High School Academy Trust
8024353,Bishop Perowne Church of England College
8796189,Gwynt Y Mor Ofto Holdings Limited
8292970,Avantis Wealth Ltd
9276612,The Progeny Group Limited
9693603,NL Commercials (Wakefield) Limited
7501350,Bph Rail & Civil Engineering Limited
9389239,Alder Hey Children's Charity
10055316,Rina Consulting Defence Ltd
9473897,Peninsula Uranium Limited
9688697,Pembridge Developments Limited
6406742,M.K.M. Building Supplies (Stockton) Limited
6493089,Residential Mortgage Securities 23 PLC
7556657,Devonport High School For Girls
7848372,Endeavour Learning Trust
7851097,Hearts Academy Trust
7443059,Longdon Hall School Limited
7462075,Belectric Solar Ltd
6263602,Positive Cash Flow Finance Limited
7662701,Divergent Partnership Trust
7197476,Aspire Specialist Cars Ltd
7745598,Cyrus One UK Limited
IE484197,Danang Aircraft Leasing No. 2 Limited
IE388902,Millmount Supermarkets Limited
IE425571,Esprit Insurance Designated Activity Company
IE552967,Vanderbilt International (IRL) Limited
IE582788,Folios III Designated Activity Company
6222043,Edf Development Company Limited
9532185,Capital Index (UK) Limited
9811970,Fmp Hr and Payroll Software Limited
8135633,Latchmere Academy Trust
8349638,Upper Wortley Limited
8811003,Asset Finance Partners Limited
7931346,Gmi Europe Limited
9907518,Liberty Tube Fittings Limited
8044838,Sovereign Global (UK) Limited
8066324,Greenwood Tree Academy Trust
9163145,Biomass Power Hoddesdon Limited
10530850,Rtfh Limited
IE531400,Conn Aviation Limited
IE908221,Avolon Aerospace AOE 117 Limited
SC426947,Mddus Property Limited
SC437653,Profinders Recruitment Ltd
NI011591,Burrendale Hotel Limited
SC193404,The Capital City Partnership Limited
IE459282,Mayo North East Leader Partnership Company
NI617752,Healthcare Ireland (Belfast) Ltd
SC143094,David Urquhart SKY Travel Limited
SC297736,Bridgeall Libraries Limited
IE459034,Garvagh Glebe Power Limited
SC096354,Carlton Hotels UK Limited
IE416553,Knockawarriga Wind Farm Limited
IE568122,Yulong Leasing MSN61312 Limited
NI033932,M/A-Com Technology Solutions (UK) Limited
IE457905,Crescent Leasing 4 Limited
OC343365,Holman Fenwick Willan International LLP
OC374572,West Park Portfolio Services LLP
FC026598,Global Career Link Limited
IE483263,Eri Energy Recovery Ireland Limited
SC040574,G. and M. Radiator Manufacturing Company Limited
SC280844,Petrasco Services Limited
FC027071,Dermatologic Cosmetic Laboratories LTD.
IE228545,Special Olympics Ireland
IE423855,Arkadin Ireland Limited
IE494024,The Donkey Sanctuary (Ireland) Company Limited BY Guarantee
IE567845,Viking Leasing 44230 Designated Activity Company
FC016845,Cowells - Arrow Bingo Company
IE222472,Broker Assist Limited
NI019831,Car Park Services Limited
OC318340,West Midlands International Trade LLP
IE375910,M P Moran Builders Merchants Limited
OC351350,Ideal.Vs LLP
NI022800,Kestrel Hydraulics Limited
IE510312,LCP (Overseas) Financial Holdings Designated Activity Company
SC220855,Linkliving Limited
IE415972,Amentum Aircraft Leasing No. One Limited
7625230,Seko Logistics Solutions Limited
7973960,Great John Street Hotel Limited
8561302,The Learning Together Trust
9717789,Gemgarto 2015-2 PLC
8711161,Billing Brook School Academy Trust
9058205,Lth (London Street) Limited
6834976,Swift Plant Limited
7669163,Care UK Practices Limited
6291448,The Derbyshire Hotel Derby Limited
6815134,Whittles Properties Manchester Limited
7565255,Melquart Limited
7899358,Braemar Atlantic Securities Limited
8887436,Technology Sciences Group Consulting Limited
9109416,Nda Archives Limited
7200267,Age UK Lancashire
8540699,Inspiring Primaries Academy Trust
8524710,Lexden Marine Ltd
6782334,Westward Care Homes Limited
6829193,Easy Lease (UK) Limited
7627163,NPS Leeds Limited
8160225,Waseley Hills High School
8296889,Bridgnorth Endowed School
8352002,Capa The Global Education Network Limited
8610406,Bloomberg Global Limited
9204431,Insight International (UK) Ltd
7239070,Red House Foods Limited
7697027,West Hill School
7967418,Comux UK Ltd
9458755,Chapel Road Carlton Limited
7710261,Matrix Sports Nutrition Limited
7164419,Hawkinge House Limited
7397996,Oas Aviation (UK) Limited
7900248,"Mayfield Grammar School, Gravesend"
8155302,Michco 1204 Limited
9280030,Prs Operations Limited
6736087,Boggi (UK) Limited
6906545,Sundog Pictures Limited
8653224,Great Point Investments Limited
7921852,Ark Property & Investments Ltd
6770671,Omprompt Holdings Limited
8644846,Kbr Employment Services Limited
9650961,Solar Plus UK Holdings Limited
9889819,The Blue Kite Academy Trust
6408718,Spire Property 1 Limited
8552600,Foxlow Restaurants Limited
6520757,Hallmark Care Homes (Billericay) Limited
NI031235,The Internet Business Limited
OC363786,Options Resourcing Sussex LLP
IE422418,Coral Purchasing (Ireland) 2 Designated Activity Company
IE568842,Rivelin Aviation Leasing Limited
NI055693,Belfast Central Mission
OC312977,Greater Pacific Capital LLP
OC363489,Metric Capital Partners LLP
SO305535,Sep V GP LLP
IE401997,Magellan Mortgages No.3 Public Limited Company
LP007669,Old YB LP
OC346171,Noveo LLP
OC341170,RGPD LLP
SC353920,Crystal Rig III Limited
OC305152,Hermitage Group LLP
SC263298,Flexitricity Limited
FC019253,"Hawaiian Tropic Europe, Inc."
IE070310,Lundbeck (Ireland) Limited
IE309816,Dawsongroup TCS Ireland Limited
SC434280,Wellpark Financing Limited
SC099467,Bandrum Nursing Home Limited
IE316803,IBM International Holdings Investment Unlimited Company
NI622387,Magheralave Developments Ltd
OC376313,Lindengrove Capital LLP
IE505159,Tiradentes Portfolio C Limited
NI059320,Oakleaf Homes (IRL) Limited
IE492315,School Thing Limited
OC301237,Sequoia Capital LLP
IE280591,Dixon Bros. (Agriculture and Plant) Unlimited Company
IE360088,Mcinerney Services Limited
SC330153,Barrachd Limited
IE907994,Avolon Aerospace AOE 105 Limited
IE908005,Avolon Aerospace AOE 92 Limited
SC154349,Tefen Limited
OC397698,Whde LLP
OC333713,LXB3 Partners LLP
OC364020,Astellon Capital Partners LLP
IE509867,Ad2One Digital Sales Limited
IE542941,WTW Shipping Designated Activity Company
SC272499,Aca Holdings Limited
SC098767,Alliance Trust Savings Limited
IE409494,Villa Rose Hotel Limited
NI009068,Pleroma Limited
NI609088,SKY Handling Partner UK Limited
SC545505,Aca Group Limited
OC402088,Kaashe Retail LLP
IE129447,City Air Express Limited
FC019228,"Consolidated Papers International Leasing, L.L.C."
SC060425,Muir Timber Systems Limited
IE441998,Gortahile Windfarm Limited
SC188808,European Manning Services LTD.
SC259207,Ep Global Opportunities Trust PLC
IE252571,Sanmina Ireland Unlimited Company
OC326600,Countryside Neptune LLP
OC362435,Resolution Real Estate Advisers LLP
SC119936,Delta Electronics Europe Limited
IE545531,Drumderrig House Nursing Home Limited
NI031294,Upper Springfield Development Trust Ltd
OC317065,Squarestone Atlantic Regeneration LLP
FC022322,Eit Services India Private Limited
IE586964,PGF Management Company (Ireland) Limited
SC092391,Martin Currie Asia Unconstrained Trust PLC
IE330937,Offaly Centre For Independent Living Company Limited BY Guarantee
IE430500,Zoo Abs 4 Public Limited Company
IE564670,Subria Five Limited
IE143375,Mccormack Car Sales Limited
IE447921,Gourmet Burger Kitchen (Ireland) Limited
IE593190,"Front Line, The International Foundation For The Protection of Human Rights Defenders"
FC027268,Morgan Stanley Pasiphae Netherlands B.V.
IE518567,Awas 5367 Leasing Limited
SC377867,Hillend View Limited
IE436918,Consi Investments (Reading) Limited
IE326495,Luke Bogue Enterprises Unlimited Company
SC149145,Jasmine Holdings Limited
IE412396,Global Shares Ireland Limited
IE364766,Innogy Solutions Ireland Limited
SC487951,Hub SW Greenfaulds Holdco Limited
IE332957,Ballymore Properties Ireland Limited
SC180485,John Martin Accident Repairs Limited
SC531052,DN Capital Managing Member Limited
ZC000191,Seaham Harbour Dock Company
OC325569,LXB Adviser LLP
SC500182,St Joseph's Services
IE581051,Online Ventures Hospitality Limited
OC335993,Cevian Capital (UK) LLP
SC065227,Moffat & Williamson Limited
FC017716,"Simpson Strong-Tie International, Inc."
SC511525,Survey & Inspection Limited
OC338440,Lion's Head Global Partners LLP
IE314067,Xentra Pharm Limited
IE311420,Utmost Paneurope Designated Activity Company
IE424041,Mcr Projects Limited
NI609784,Greer's Tyre Services Ltd
OC394214,Jetstone Asset Management (UK) LLP
SC507128,Grampian Convenience Stores LTD.
SC473798,Jane Norman International Limited
IE537554,Bluesky 11 Leasing Company Limited
IE549294,Awas 39441 Ireland II Limited
IE197687,Layden Properties Georges Street Limited
IE432207,Thermo Fisher Diagnostics (Ireland) Limited
SC490599,Osm Offshore Aberdeen Limited
OC321651,Nomina No. 025 LLP
OC338305,Mpl Business Images LLP
SC143950,Sig 1 Holdings Limited
NI020346,WYG Engineering (Northern Ireland) Limited
OC412043,Begbies Traynor (London) LLP
SC043599,Cairngorm Mountain LTD.
SC162021,Harmeny Education Trust Limited
OC382641,EKO Inter Food LLP
IE454296,Diamond 3 Eur Loan Funding Designated Activity Company
1026167,Barclays Bank PLC
IE545359,Continuum Global Finance Public Limited Company
IE521264,Saxon Energy Services Ireland Limited
OC369846,Hutchinson Lilley Investments LLP
OC369934,Knott Park One LLP
SC164546,Third Life Care Limited
IE451294,Pymble Schools Designated Activity Company
IE547621,Elektra Purchase No. 33 Designated Activity Company
IE549689,Human Assisted Reproduction Ireland Limited
IE908215,Avolon Aerospace AOE 116 Limited
LP007136,The Coventry (SL) Limited Partnership
SC390355,Twinshiels Wind Farm Ltd
IE083477,Derrinstown Stud Limited
IE357290,TWO Hoots Limited
IE413574,Bracadale CMBS (Propco) Limited
IE418055,BCWM Public Limited Company
SC389638,CGLMC Limited
OC367510,Bridges Ventures LLP
SC015129,Builders Supply Company Limited (The)
SC127071,Capito Limited
IE512047,Ilfc Aircraft 73B-41795 Limited
FC024916,"Electric Boat-Uk, LLC"
SC046605,Edinburgh Festival Fringe Society Limited
IE252413,The Ballyfermot/Chapelizod Partnership Company Company Limited BY Guarantee
OC329225,Realstar Capital LLP
IE504169,Zimmer Biomet Ireland Limited
IE449693,R̩alta Asset Finance Limited
OC398067,Elysian Capital GP II LLP
IE105877,Precision Software Limited
FC027911,Entertainment Shopping Ag
OC348936,The Park Gate Care Home LLP
OC370966,Marriott Davies Yapp LLP
IE408523,Brc Investment Holdings Limited
FC024734,Soda-Club Worldwide B.V.
IE016716,Heffernan's Shipping & Tourist Agency Limited
NI048411,Scy Limited
IE432478,Dekania Europe Cdo III Public Limited Company
IE158553,Station Construction Limited
IE472105,New SKYE Leasing Designated Activity Company
OC304152,Matfen Hall Hotel LLP
IE484035,Trans World Logistics Limited
IE176632,The Steel Company of Ireland Limited
IE552020,Argos Aviation TWO Ireland Designated Activity Company
SO300942,Drummond Miller LLP
IE224822,Transitions Optical Distribution Limited
IE521112,Vanguard Auto Finance Designated Activity Company
IE575771,Dae Leasing (Ireland) 6 Limited
SC060926,Garvald Edinburgh
IE545430,Randolph Finance Unlimited Company
OC364816,Aasti Portage Business LLP
IE511166,Awas 5099 Leasing Limited
SC383963,Kingdom Initiatives Limited
FC030953,Rosewood Hotels and Resorts International Limited
SC262558,C-Change Scotland
IE584295,Lindorff Investment No 1 Designated Activity Company
OC402270,Chatham LLP
OC402344,Apollo Asset Management Europe PC LLP
SC258534,Catesby Estates (Developments II) Limited
IE519104,Cct Marketing International Limited
IE366480,Hobbs Retailers Irl Limited
IE907009,The Milestone Aviation Asset Holding Group No. 11 Ltd
IE592424,Oriental Leasing 14 Company Limited
SC223601,Enterprise North East Trust Limited
SC055628,Lift Maintenance Limited
IE506355,Collington II Limited
IE521450,Unicorn Funding Designated Activity Company
OC376456,Bradley Alliance LLP
3911634,White Horse Education Partnership Limited
4152975,Alcumus Sypol Limited
4384392,Anya Hotels Limited
887719,Homefield Preparatory School Trust Limited
2236686,Bridgewood Trust Limited
2305512,Nolan Business Solutions Public Limited Company
2827815,Pertemps Jobshop Limited
1931680,E.E. Green & Son Limited
3922609,Wilson Hotels Limited
4667925,Gandlake Limited
2332302,Crestchem Limited
2419326,Adamson Construction Group Ltd
2185983,Cti Billing Solutions Limited
2827333,G.G.E. LTD.
4448389,The Aga Khan University (International) In The United Kingdom
5232226,Commercial Power Limited
5842333,First Natural Limited
5775540,Smbc Leasing & Finance UK No.1 Limited
53268,Bury Football Club Company Limited(The)
1208165,Thames Valley Broadcasting Limited
2211403,Inc Research Clinical Development Services Limited
5903389,Macdonald Rusacks Limited
98226,Field Lane Foundation(The)
1007671,Lumley Castle Hotel Limited
447952,Tormax United Kingdom Limited
5932797,Ark UK Programmes
6002138,Reach To Teach
194713,Bsp International Foundations Limited
5578415,Nsp Holdings Limited
980698,Bank and Clients PLC
1144214,Victor Technologies Limited
2042977,The Bridge Centre Limited
5283821,Anexsys Limited
1424406,St. Michael's School (Bryn) Limited
4868834,Naimans UK Ltd
2016666,Pel Services Limited
4999879,International Exotics Limited
2525092,Rahn (UK) Limited
2656561,Celtpower Limited
687923,Dashwood Group Ltd
1583260,Iona Capital Ltd
3248226,Steve Woods Limited
4039591,Torch Partners Corporate Finance Limited
2605990,Ufford Park Limited
5695111,Mullahead Property Company Limited
1759210,Institute of Swimming Limited
58528,Llewellyn Ryland Limited
2099085,Decision Insight Information Group (UK) Limited
2329494,Corby Power Limited
2692408,Summit Asset Management Limited
5758953,Aegis Outsourcing UK Limited
5834303,Melbourne Homes Limited
5837595,Pure Leisure Estates Limited
191385,Mills Shopfitting Limited
2630259,Tigress Productions Limited
2729551,Gratte Brothers Specialist Services Limited
3816964,Talurit (UK) Limited
2649528,Compact Lighting Limited
2740300,Indigo Press Limited
1231037,Atlas Knowledge Limited
1894340,Austin Friars
3894588,Children First Fostering Agency Limited
2186297,Crown Computing Limited
2837809,Bader International Study Centre
3086310,Patsystems (UK) Limited
4062073,Carousel Buses Limited
623528,Bonas & Company Limited
5550889,Sunrise Operations Solihull Limited
5820777,Allot Communications (UK) Limited
5895621,Fti Consulting Gulf Limited
3334337,Talisman Corporate Underwriting Limited
5152310,Marilliam Flowers Limited
5253532,Deallus Consulting Limited
5625940,Trinity Medical Properties Limited
5761017,Techt Limited
5928006,Freightliner Railports Limited
2727560,William Cook Cast Products Limited
4791822,Kellands Agricultural Limited
3957211,Merchandise Mania Limited
3326442,Avenues East
4144412,D 2 D Limited
2689398,Meggitt Training Systems Limited
905480,Herz Valves UK Limited
3404541,Househire Limited
3691943,Esko Graphics UK Limited
4133945,UHV Design Limited
1946972,Thorpe House School Trust
2708351,Enigma Vehicle Systems Limited
2761321,Adelphi Communications Limited
5575070,D & L London Limited
288553,Jpmorgan Asset Management Marketing Limited
3688114,Gallagher Communication Limited
5632998,Delta Technical Services Limited
2187883,Accomplish Group Support Limited
2655315,Fibrophos Limited
2953541,Poole Process Equipment Limited
3612551,Calverton Finance Limited
3135149,Tracoin Services Limited
2589868,Victoria Production Engineering Limited
4197976,Healthsource (Bromley) Limited
1302195,Brunel Steel Services Limited
1350864,Dudley and West Midlands Zoological Society Limited
1880176,Ns Partners Ltd
2165942,Journeys Friend Exports Limited
2494361,South West Zoo Enterprises Limited
3071929,Aeorema Limited
4346409,Ice Markets Limited
4509842,Sal Hotels Limited
2856880,"Marine, Aviation & General (London) Limited"
3687054,Meat and Livestock Commercial Services Limited
1499501,Airtech Air Conditioning Services Limited
2105582,P.D.Q. Distribution Limited
2147717,Industry Resource Services Ltd
2184185,Pragma Consulting Limited
2595439,Seaward Properties Limited
5530557,LDC (MTF Portfolio) Limited
1569327,Travis Perkins Leasing Company Limited
2258851,BMBF (No.24) Limited
3830311,Developing Health and Independence
2979041,Artisan (UK) Developments Limited
2177039,The Macular Disease Society
2372487,Box-It Document Solutions Limited
2427105,Gads Hill School
5576614,Stomp Productions Ltd
4102952,Enterprise Security Distribution (Beds) Limited
4155796,M.A.C. Hotels Ltd
4450331,LF Intimates Limited
5378533,Shakespeare Beds Limited
5783487,GHG 12 (Hampshire Clinic) Limited
4478437,NYK Lng Shipmanagement (UK) Limited
2391681,Season Electronics Limited
3841689,St Giles Hotel (Heathrow) Limited
1210655,Birdsall Services LTD.
5934466,Edw Technology Holdings Limited
3909272,Street (UK) Foundation
3760389,Windowmaster Control Systems Limited
88274,Phyllis Court Members Club Limited
1874861,Synoptics Limited
5079748,Charterhouse Research Limited
2507430,Solor Care South East Ltd
2564709,Photo-Me (Retail) Limited
5688251,Northamptonshire Enterprise Partnership
3166974,PTP Software Limited
213672,Malvernian Society Limited
113496,"St.John's College,Durham"
3760268,Sunset + Vine (Oxford) Limited
3955084,Secure One Limited
998221,Aberdour School Educational Trust
4461859,GPG No.3 Limited
1718369,M.C. Sheet Metal Limited
1807689,Eastbank Studios Limited
1961895,Simarc Property Management Limited
1053836,Romulus Securities Limited
1064630,Strollmoor Limited
3458489,Unicarriers Leasing UK Limited
6080182,Target Live Limited
86040,Hayes & Finch Limited
1138135,Diba Industries Limited
2807200,Exceed Worldwide
2828218,BDB Limited
3265628,Stats Sports Limited
5678007,Commission For The New Economy Limited
5999100,Hope City Church
4877151,Audio Note (UK) Limited
101749,Thomas Brooker & Sons Limited
937974,Redline Oil Services Limited
5966566,Tpi Europe Ltd
2928759,Oswaldtwistle Mills Limited
574868,Jarvis Heating Limited
733991,Bickley Park School Limited
1004580,Newland House School Trust Limited
5237576,Global Alternative Strategies Limited
169606,Horticultural Trades Association(The)
2979587,Butterwick Limited
3331702,Creative Response Limited
3439178,Longham Distribution Limited
2590367,Liberator Limited
3348314,Clacton Family Trust Limited
2813728,Pizzaexpress (Wholesale) Limited
3244260,Cep Architectural Facades Limited
4993515,Iqnavigator Limited
1839563,Argosy Components Limited
5597437,Explore Living Property Management Limited
3090180,Townends (Residential Sales) Limited
4201598,Summerbrook Limited
4158468,Morex Commercial Limited
4077890,Avery At The Miramar (Operations) Limited
2694100,The Fairhursts Design Group Limited
2586947,International Capital Market Association Limited
4835110,Prospect Insurance Brokers Limited
203500,Howden Insurance Brokers Limited
2607541,St. Michael's Homes Limited
4460763,The Enterprise Fund Limited
4607476,Autonomy Service Company Limited
912265,Orwell Park School Educational Trust Limited
367184,Midland Precision Equipment Co. Limited
1454074,MM Wealth Ltd
3666389,The Duke of Edinburgh's International Award Foundation
3798649,Russell Administration Limited
3402029,Uponor Limited
2528704,Northumbrian Water Projects Limited
5330318,Kings Place Music Foundation
5796595,Lognet Information Systems Limited
1438339,Merthyr Tydfil Car Auction Limited
2160673,Ivi Midland Ltd
2163283,Helena Productions Limited
3213046,Victorguard Care PLC
3709605,Nippon Life Schroders Asset Management Europe Limited
4100418,Gold's GYM (UK) Limited
4285452,Siracom LTD.
5015359,Palziv UK Limited
5067848,Hogarths Hotel Limited
984899,Midland Group Training Services Limited
1023740,Watret & Co.Limited
2359077,Arlington Group Asset Management Limited
2783407,Rotherham Healthcare Limited
5785531,BY Education (Lewisham) Limited
2612480,The Big Issue Company Limited
2703274,Faber Music Limited
3505655,Priory Business Group PLC
4141856,Nssc Operations Limited
4928318,Sentimental Care Limited
2287518,Inntel Limited
2152272,Watlow Limited
1213981,Bph Equipment Limited
867971,Shepperton Hotels Limited
878160,Source Bioscience (Storage) Limited
1049582,Cliffords Limited
3572986,Sera Laboratories International Limited
4152499,Assuredpartners London Limited
4688707,Apasen
3312873,Motion Europe Ltd
4004490,Thales Training & Simulation (Merlin) Limited
5896422,Wavestone Advisors UK Limited
127195,Chalcon Limited
213902,Merseyside Estates Limited
1344614,Lancashire Evening Post Limited
1423861,Copthorne Hotel (Effingham Park) Limited
1691631,Sandburn York Limited
4541846,Silverbug Limited
2371968,Evan Rees (Butter) Limited
3586426,Phoenix Learning and Care Limited
6053218,New College Worcester
715749,"Butcher, Robinson & Staples International Limited"
2185653,Milmega Limited
2899314,Threshold Housing Project Limited
2859913,3C Asset Management Limited
3914068,The Parkmead Group PLC
4064685,Options Autism (1) Limited
5897771,Results Squared Limited
6029977,Sovereign Recovery (UK) Limited
2962763,Chipsaway International LTD.
2374716,Choices Estate Agents Limited
3144947,Pear Tree House Rehabilitation Limited
3916496,The Motivation Charitable Trust
2166010,Fernwood Transport Limited
2479925,Winters Haulage Limited
6100576,3I Osprey GP Limited
7538730,"High School For Girls, Gloucester"
7610791,Studley High School
7672850,Agrivert (Wallingford) Limited
7846823,The Cathedral Church of England Academy Trust (Wakefield)
1101342,Aureole Windsor Limited
1480171,John Wade (Haulage) Limited
9689098,Agrivert (North London) Limited
10290960,Amawaterways (UK) Transport Limited
7657741,Stroud High School
8130948,Absolute Board Co. Limited
9209582,Mersey Bioenergy Holdings Limited
7299192,LSL Corporate Client Services Limited
6942622,Salt and Pegram Limited
7057833,Ice Cruise & Excursion Travel UK Limited
6473914,Ingram Micro CFS Fulfilment Limited
6854506,M Assessment Services Limited
6535112,Princi London Limited
6723751,Mph Merchant (South Coast) Limited
6246929,Middleton Academy Limited
6933508,Canotec South West Limited
7592402,Sheridan Maine Recruitment Limited
10139700,Sep Professional Services Limited
8281309,Pioneer Pump Solutions Ltd
6236931,Faberge (UK) Limited
9446920,Phoenix Sports and Recreation (Rotherham)
8478264,Maccorp UK Limited
8153291,Tatton Capital Limited
8248911,Parabola Industrial Estates Limited
7584914,The Mare and Foal Sanctuary
9336426,Deutsche Windtechnik Ltd
8464576,Olam International UK Limited
7219525,Twinglobe Care Limited
6349543,Northamptonshire County Cricket Club Limited
7109849,Christchurch Court Holdings Limited
6694979,Salisbury Trading Limited
6722265,Insite Poster Investments LTD.
2534666,Hammerson Ravenhead Limited
2758093,New Kadampa Tradition - International Kadampa Buddhist Union
3303687,Bishopsgate School Limited
4161307,LS Wellington Limited
4386957,Hotwork Combustion Technology Limited
5590517,Gwent Association of Voluntary Organisations
2209385,Gayhurst School Trust
3072153,County Durham Community Foundation
616684,Stroud School Limited
3632880,Argenta Syndicate Management Limited
5407187,The Bernard Sunley Charitable Foundation
5309173,Cibes Lift UK Limited
2346893,Headway - The Brain Injury Association
2814206,Brathay Trust
286765,Kingsley School(The)
2181039,Cobra London Markets Limited
1657702,Stafford Independent Grammar School
3538201,Zalaris Consulting UK Limited
5721701,Midsteel Flanges and Fittings Limited
6082531,Endeka Ceramics Limited
762971,Homespares Centres Limited
4735405,Firleigh Limited
5025060,Info Properties Limited
5086591,Ockbrook School
5631421,The National Garden Scheme
5660032,Westpac Europe Limited
3112883,E.D.W. Technology Limited
3235739,Merlin Flex Limited
3288270,Meteogroup UK Limited
3861419,Greensquare Construction Limited
3912924,Excalibur Communications GB Limited
4332937,Unite Finance One (Accommodation Services) Limited
293432,Army Cadet Force Association(The)
1142805,M.H. Goldsmith & Sons Limited
2192205,Speciality Care (Emi) Limited
2271364,Underwoods Engineered Products Limited
5178759,Enable Media Limited
5577536,Armadillo Self Storage 2 Limited
1131244,Huntington House Limited
332224,Coughlans Bakeries Limited
1920846,Scout Services Limited
3307776,Leighton Corporation Limited
3429348,Chelverton Asset Management Limited
3509538,Birmingham & Solihull Women's Aid
4133084,Cable Detection Limited
1087437,Stanbridge Precision Turned Parts Limited
1655142,S-Tech Insurance Services Limited
2351702,Sony Corporate Services Europe Limited
3460854,Bureau Veritas Building Control UK Limited
8222474,Millgate Connect Limited
4896056,Postal Heritage Trust
4921914,Campion Capital Limited
4131774,Scalini Limited
1146077,Sig Combibloc Limited
1357817,Kingstown Furniture Limited
7483610,Omni Recruitment Services Limited
7154583,Mobius Business Technologies Limited
2945476,Redhouse Projects Limited
5068449,Secure Data Management Limited
3792745,VQ Limited
8068576,Bannerbridge Holdings Limited
5022155,Thames Gateway Airport Limited
5628401,Nexidia Limited
1305036,Ccl Pentasol Limited
1043362,Camberley Rubber Mouldings Limited
100295,"Matheson & Co.,Limited"
3422873,Debit Finance Collections PLC
6976172,Securitas Transport Aviation Security (UK) Limited
9496181,UK Freight Masters Limited
10391532,Kudos (Gunpowder) Limited
7088412,East Midlands Airport Property Investments (Industrial) Limited
